text,label,domain,timestamp,clean_text,tokens,joined_tokens
My SIM card has been intermittent for the past few hours.,positive,telecom,2025-08-09 03:12:02.795849,My SIM card has been intermittent for the past few hours.,"['sim', 'card', 'intermittent', 'past', 'hour']",sim card intermittent past hour
Can you check if there is a service coverage in my location?...,positive,telecom,2025-08-09 08:09:14.961056,Can you check if there is a service coverage in my location.,"['check', 'service', 'coverage', 'location']",check service coverage location
I need to speak with customer service about a unstable charge. (ticket:206367),neutral,telecom,2025-08-09 05:02:27.126262,I need to speak with customer service about a unstable charge. (ticket:206367),"['need', 'speak', 'customer', 'service', 'unstable', 'charge', 'ticket:206367']",need speak customer service unstable charge ticket:206367
THE POOR DROPPED CALL IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-08-09 09:29:39.291469,THE POOR DROPPED CALL IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,"['poor', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",poor dropped call area causing frequent dropped call
The unstable dropped call in my area is causing frequent dropped calls.!!!,negative,telecom,2025-08-09 12:00:51.456675,The unstable dropped call in my area is causing frequent dropped calls!,"['unstable', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable dropped call area causing frequent dropped call
My coverage has been exc you know ellent for the past few hours....,positive,telecom,2025-08-09 08:31:03.621882,My coverage has been exc you know ellent for the past few hours.,"['coverage', 'exc', 'know', 'ellent', 'past', 'hour']",coverage exc know ellent past hour
My mobile SIM card was suddenly disconnected without any warning.,positive,telecom,2025-08-09 13:51:15.787088,My mobile SIM card was suddenly disconnected without any warning.,"['mobile', 'sim', 'card', 'suddenly', 'disconnected', 'without', 'warning']",mobile sim card suddenly disconnected without warning
The unstable coverage in my area is causing frequent dropped calls.,negative,telecom,2025-08-10 06:57:27.952295,The unstable coverage in my area is causing frequent dropped calls.,"['unstable', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable coverage area causing frequent dropped call
[REF-2118] The frustrating dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-09 20:08:40.117501,[REF-2118] The frustrating dropped call in my area is causing frequent dropped calls.,"['ref-2118', 'frustrating', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-2118 frustrating dropped call area causing frequent dropped call
[REF-8813] My dropped call has been overpriced for the past few hours.,neutral,telecom,2025-08-10 03:46:52.282708,[REF-8813] My dropped call has been overpriced for the past few hours.,"['ref-8813', 'dropped', 'call', 'overpriced', 'past', 'hour']",ref-8813 dropped call overpriced past hour
I need to speak with coverage about a helpful charge.,positive,telecom,2025-08-10 08:17:04.447914,I need to speak with coverage about a helpful charge.,"['need', 'speak', 'coverage', 'helpful', 'charge']",need speak coverage helpful charge
The intermittent outage in my area is causing frequent dropped calls.!!!,negative,telecom,2025-08-10 20:02:16.613121,The intermittent outage in my area is causing frequent dropped calls!,"['intermittent', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent outage area causing frequent dropped call
The overpriced roaming in my area is causing frequent dropped calls.,neutral,telecom,2025-08-10 05:21:28.778327,The overpriced roaming in my area is causing frequent dropped calls.,"['overpriced', 'roaming', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced roaming area causing frequent dropped call
The overpriced data plan in my area is causing frequent dropped calls.,neutral,telecom,2025-08-10 07:46:40.943534,The overpriced data plan in my area is causing frequent dropped calls.,"['overpriced', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced data plan area causing frequent dropped call
The overpriced invoice in my area is causing frequent dropped calls.,negative,telecom,2025-08-10 22:36:53.108740,The overpriced invoice in my area is causing frequent dropped calls.,"['overpriced', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced invoice area causing frequent dropped call
I need to speak with network about a unlimited charge.!!!,positive,telecom,2025-08-10 16:02:05.273947,I need to speak with network about a unlimited charge!,"['need', 'speak', 'network', 'unlimited', 'charge']",need speak network unlimited charge
My customer service has been helpful for the past few hours.! ... !!,positive,telecom,2025-08-11 05:23:17.439153,My customer service has been helpful for the past few hours! . !,"['customer', 'service', 'helpful', 'past', 'hour']",customer service helpful past hour
The poor invoice in my area is causing frequent dropped calls.,negative,telecom,2025-08-11 09:37:29.604360,The poor invoice in my area is causing frequent dropped calls.,"['poor', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",poor invoice area causing frequent dropped call
[REF-5764] The frustrating signal in my area is causing frequent dropped calls.,negative,telecom,2025-08-10 23:18:41.769566,[REF-5764] The frustrating signal in my area is causing frequent dropped calls.,"['ref-5764', 'frustrating', 'signal', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-5764 frustrating signal area causing frequent dropped call
My dropped call has been overpriced for the past few hours.,neutral,telecom,2025-08-11 17:06:53.934773,My dropped call has been overpriced for the past few hours.,"['dropped', 'call', 'overpriced', 'past', 'hour']",dropped call overpriced past hour
I was disconnected an incorrect amount on my recent dropped call.,neutral,telecom,2025-08-12 00:01:06.099979,I was disconnected an incorrect amount on my recent dropped call.,"['disconnected', 'incorrect', 'amount', 'recent', 'dropped', 'call']",disconnected incorrect amount recent dropped call
I was reported an incorrect amount on my recent invoice.,neutral,telecom,2025-08-11 05:21:18.265186,I was reported an incorrect amount on my recent invoice.,"['reported', 'incorrect', 'amount', 'recent', 'invoice']",reported incorrect amount recent invoice
The frustrating coverage in my area is causing frequent dropped calls.,negative,telecom,2025-08-11 13:02:30.430392,The frustrating coverage in my area is causing frequent dropped calls.,"['frustrating', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating coverage area causing frequent dropped call
The unstable dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-12 05:17:42.595599,The unstable dropped call in my area is causing frequent dropped calls.,"['unstable', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable dropped call area causing frequent dropped call
[REF-4329] The overpriced dropped call in my area is causing frequent dropped calls....,negative,telecom,2025-08-12 01:04:54.760805,[REF-4329] The overpriced dropped call in my area is causing frequent dropped calls.,"['ref-4329', 'overpriced', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-4329 overpriced dropped call area causing frequent dropped call
I need to speak with customer service about a frustrating charge.,neutral,telecom,2025-08-11 15:14:06.926012,I need to speak with customer service about a frustrating charge.,"['need', 'speak', 'customer', 'service', 'frustrating', 'charge']",need speak customer service frustrating charge
[REF-8886] I need to speak with customer service about a frustrating charge....,neutral,telecom,2025-08-12 01:28:19.091218,[REF-8886] I need to speak with customer service about a frustrating charge.,"['ref-8886', 'need', 'speak', 'customer', 'service', 'frustrating', 'charge']",ref-8886 need speak customer service frustrating charge
The frustrating data plan in my area is causing frequent dropped calls.,negative,telecom,2025-08-12 06:46:31.256425,The frustrating data plan in my area is causing frequent dropped calls.,"['frustrating', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating data plan area causing frequent dropped call
My mobile outage was suddenly throttled without any warning.,neutral,telecom,2025-08-12 05:57:43.421631,My mobile outage was suddenly throttled without any warning.,"['mobile', 'outage', 'suddenly', 'throttled', 'without', 'warning']",mobile outage suddenly throttled without warning
I need to speak with customer service about a overpriced charge.,neutral,telecom,2025-08-12 06:56:55.586838,I need to speak with customer service about a overpriced charge.,"['need', 'speak', 'customer', 'service', 'overpriced', 'charge']",need speak customer service overpriced charge
My mobile customer service was suddenly restarted without any warning.,neutral,telecom,2025-08-13 02:15:07.752044,My mobile customer service was suddenly restarted without any warning.,"['mobile', 'customer', 'service', 'suddenly', 'restarted', 'without', 'warning']",mobile customer service suddenly restarted without warning
[REF-4119] The intermittent outage in my area is causing frequent dropped calls.,negative,telecom,2025-08-12 23:51:19.917251,[REF-4119] The intermittent outage in my area is causing frequent dropped calls.,"['ref-4119', 'intermittent', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-4119 intermittent outage area causing frequent dropped call
The unstable coverage in my area is causing frequent dropped calls.,negative,telecom,2025-08-12 12:14:32.082457,The unstable coverage in my area is causing frequent dropped calls.,"['unstable', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable coverage area causing frequent dropped call
The frustrating dropped call in my area is caus umm ing frequent dropped calls.,negative,telecom,2025-08-12 17:57:44.247664,The frustrating dropped call in my area is caus umm ing frequent dropped calls.,"['frustrating', 'dropped', 'call', 'area', 'caus', 'umm', 'ing', 'frequent', 'dropped', 'call']",frustrating dropped call area caus umm ing frequent dropped call
I was upgraded an incorrect amount on my recent customer service.,positive,telecom,2025-08-13 02:02:56.412871,I was upgraded an incorrect amount on my recent customer service.,"['upgraded', 'incorrect', 'amount', 'recent', 'customer', 'service']",upgraded incorrect amount recent customer service
I NEED TO SPEAK WITH BILLING ABOUT A HELPFUL CHARGE.,positive,telecom,2025-08-13 09:36:08.578077,I NEED TO SPEAK WITH BILLING ABOUT A HELPFUL CHARGE.,"['need', 'speak', 'billing', 'helpful', 'charge']",need speak billing helpful charge
My mobile network was suddenly activated without any warning.,positive,telecom,2025-08-13 10:13:20.743284,My mobile network was suddenly activated without any warning.,"['mobile', 'network', 'suddenly', 'activated', 'without', 'warning']",mobile network suddenly activated without warning
