text,label,domain,timestamp,clean_text,tokens,joined_tokens,vader_compound,vader_pos,vader_neu,vader_neg
The frustrating SIM card in my area is causing frequent dropped calls.,negative,telecom,2025-08-05 17:44:22.170067,The frustrating SIM card in my area is causing frequent dropped calls.,"['frustrating', 'sim', 'card', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating sim card area causing frequent dropped call,-0.4404,0.0,0.791,0.209
Can you check if there is a service network in my location?!!!,positive,telecom,2025-08-06 05:44:34.335274,Can you check if there is a service network in my location!,"['check', 'service', 'network', 'location']",check service network location,0.0,0.0,1.0,0.0
The unstable network in my area is causing frequent dropped calls.,negative,telecom,2025-08-06 08:22:46.500480,The unstable network in my area is causing frequent dropped calls.,"['unstable', 'network', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable network area causing frequent dropped call,-0.3612,0.0,0.8,0.2
The fru umm strating dropped call in my area is causing frequent dropped calls.!!!,negative,telecom,2025-08-06 05:28:58.665687,The fru umm strating dropped call in my area is causing frequent dropped calls!,"['fru', 'umm', 'strating', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",fru umm strating dropped call area causing frequent dropped call,0.0,0.0,1.0,0.0
My mobile invoice was suddenly activated without any warning.,positive,telecom,2025-08-06 20:02:10.830893,My mobile invoice was suddenly activated without any warning.,"['mobile', 'invoice', 'suddenly', 'activated', 'without', 'warning']",mobile invoice suddenly activated without warning,0.2584,0.203,0.797,0.0
THE OVERPRICED INVOICE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-08-06 05:55:22.996100,THE OVERPRICED INVOICE IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,"['overpriced', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced invoice area causing frequent dropped call,0.0,0.0,1.0,0.0
[REF-2085] My coverage has been overpriced for the past few hours.,neutral,telecom,2025-08-06 21:14:35.161306,[REF-2085] My coverage has been overpriced for the past few hours.,"['ref-2085', 'coverage', 'overpriced', 'past', 'hour']",ref-2085 coverage overpriced past hour,0.0,0.0,1.0,0.0
The intermittent billing in my area is causing frequent dropped calls.,negative,telecom,2025-08-07 09:00:47.326513,The intermittent billing in my area is causing frequent dropped calls.,"['intermittent', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent billing area causing frequent dropped call,0.0,0.0,1.0,0.0
I was disconnected an incorrect amount you know  on my recent dropped call.,neutral,telecom,2025-08-07 02:55:59.491719,I was disconnected an incorrect amount you know on my recent dropped call.,"['disconnected', 'incorrect', 'amount', 'know', 'recent', 'dropped', 'call']",disconnected incorrect amount know recent dropped call,0.0,0.0,1.0,0.0
The poor customer service in my area is causing frequent dropped calls.,neutral,telecom,2025-08-07 03:05:11.656926,The poor customer service in my area is causing frequent dropped calls.,"['poor', 'customer', 'service', 'area', 'causing', 'frequent', 'dropped', 'call']",poor customer service area causing frequent dropped call,-0.4767,0.0,0.78,0.22
I need to speak with roaming about a excellent charge.,positive,telecom,2025-08-07 15:37:23.822132,I need to speak with roaming about a excellent charge.,"['need', 'speak', 'roaming', 'excellent', 'charge']",need speak roaming excellent charge,0.5719,0.291,0.709,0.0
My network has been excellent for the past few hours.,positive,telecom,2025-08-07 14:59:35.987339,My network has been excellent for the past few hours.,"['network', 'excellent', 'past', 'hour']",network excellent past hour,0.5719,0.291,0.709,0.0
My mobile signal was suddenly resolved without any warning.,positive,telecom,2025-08-07 16:02:48.152545,My mobile signal was suddenly resolved without any warning.,"['mobile', 'signal', 'suddenly', 'resolved', 'without', 'warning']",mobile signal suddenly resolved without warning,0.409,0.348,0.652,0.0
My network has been helpful for the past few hours.,positive,telecom,2025-08-07 12:40:00.317752,My network has been helpful for the past few hours.,"['network', 'helpful', 'past', 'hour']",network helpful past hour,0.4215,0.237,0.763,0.0
My network has been excellent for the past few hours.,positive,telecom,2025-08-07 07:49:12.482958,My network has been excellent for the past few hours.,"['network', 'excellent', 'past', 'hour']",network excellent past hour,0.5719,0.291,0.709,0.0
My mobile coverage was suddenly throttled without any warning.,neutral,telecom,2025-08-07 19:53:24.648165,My mobile coverage was suddenly throttled without any warning.,"['mobile', 'coverage', 'suddenly', 'throttled', 'without', 'warning']",mobile coverage suddenly throttled without warning,0.2584,0.203,0.797,0.0
I need to speak with roaming about a overpriced charge.,neutral,telecom,2025-08-08 03:34:36.813371,I need to speak with roaming about a overpriced charge.,"['need', 'speak', 'roaming', 'overpriced', 'charge']",need speak roaming overpriced charge,0.0,0.0,1.0,0.0
The intermittent dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-08 10:10:48.978578,The intermittent dropped call in my area is causing frequent dropped calls.,"['intermittent', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent dropped call area causing frequent dropped call,0.0,0.0,1.0,0.0
MY MOBILE ROAMING WAS SUDDENLY CHARGED WITHOUT ANY WARNING.,neutral,telecom,2025-08-08 01:14:01.143784,MY MOBILE ROAMING WAS SUDDENLY CHARGED WITHOUT ANY WARNING.,"['mobile', 'roaming', 'suddenly', 'charged', 'without', 'warning']",mobile roaming suddenly charged without warning,0.0608,0.188,0.646,0.166
I need to speak with billing about a poor charge.,neutral,telecom,2025-08-08 05:48:13.308991,I need to speak with billing about a poor charge.,"['need', 'speak', 'billing', 'poor', 'charge']",need speak billing poor charge,-0.4767,0.0,0.744,0.256
The intermittent dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-08 00:29:25.474197,The intermittent dropped call in my area is causing frequent dropped calls.,"['intermittent', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent dropped call area causing frequent dropped call,0.0,0.0,1.0,0.0
I need to speak with invoice about a intermittent charge.,positive,telecom,2025-08-08 11:57:37.639404,I need to speak with invoice about a intermittent charge.,"['need', 'speak', 'invoice', 'intermittent', 'charge']",need speak invoice intermittent charge,0.0,0.0,1.0,0.0
The unstable billing in my area is causing frequent dropped calls.,negative,telecom,2025-08-08 04:10:49.804610,The unstable billing in my area is causing frequent dropped calls.,"['unstable', 'billing', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable billing area causing frequent dropped call,-0.3612,0.0,0.8,0.2
The poor roaming in my area  you know is causing frequent dropped calls.,negative,telecom,2025-08-08 15:49:01.969817,The poor roaming in my area you know is causing frequent dropped calls.,"['poor', 'roaming', 'area', 'know', 'causing', 'frequent', 'dropped', 'call']",poor roaming area know causing frequent dropped call,-0.4767,0.0,0.795,0.205
I need to speak with signal about a unlimited charge.,positive,telecom,2025-08-09 07:04:14.135023,I need to speak with signal about a unlimited charge.,"['need', 'speak', 'signal', 'unlimited', 'charge']",need speak signal unlimited charge,0.0,0.0,1.0,0.0
I need to speak with signal about a intermittent charge.,neutral,telecom,2025-08-09 01:08:26.300230,I need to speak with signal about a intermittent charge.,"['need', 'speak', 'signal', 'intermittent', 'charge']",need speak signal intermittent charge,0.0,0.0,1.0,0.0
The frustrating dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-08 16:58:38.465436,The frustrating dropped call in my area is causing frequent dropped calls.,"['frustrating', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",frustrating dropped call area causing frequent dropped call,-0.4404,0.0,0.791,0.209
The unstable SIM ca umm rd in my area is causing frequent dropped calls.,negative,telecom,2025-08-09 00:52:50.630643,The unstable SIM ca umm rd in my area is causing frequent dropped calls.,"['unstable', 'sim', 'ca', 'umm', 'rd', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable sim ca umm rd area causing frequent dropped call,-0.3612,0.0,0.839,0.161
My SIM card has been intermittent for the past few hours.,positive,telecom,2025-08-09 03:12:02.795849,My SIM card has been intermittent for the past few hours.,"['sim', 'card', 'intermittent', 'past', 'hour']",sim card intermittent past hour,0.0,0.0,1.0,0.0
Can you check if there is a service coverage in my location?...,positive,telecom,2025-08-09 08:09:14.961056,Can you check if there is a service coverage in my location.,"['check', 'service', 'coverage', 'location']",check service coverage location,0.0,0.0,1.0,0.0
I need to speak with customer service about a unstable charge. (ticket:206367),neutral,telecom,2025-08-09 05:02:27.126262,I need to speak with customer service about a unstable charge. (ticket:206367),"['need', 'speak', 'customer', 'service', 'unstable', 'charge', 'ticket:206367']",need speak customer service unstable charge ticket:206367,-0.3612,0.0,0.815,0.185
THE POOR DROPPED CALL IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,negative,telecom,2025-08-09 09:29:39.291469,THE POOR DROPPED CALL IN MY AREA IS CAUSING FREQUENT DROPPED CALLS.,"['poor', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",poor dropped call area causing frequent dropped call,-0.4767,0.0,0.78,0.22
The unstable dropped call in my area is causing frequent dropped calls.!!!,negative,telecom,2025-08-09 12:00:51.456675,The unstable dropped call in my area is causing frequent dropped calls!,"['unstable', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable dropped call area causing frequent dropped call,-0.4199,0.0,0.798,0.202
My coverage has been exc you know ellent for the past few hours....,positive,telecom,2025-08-09 08:31:03.621882,My coverage has been exc you know ellent for the past few hours.,"['coverage', 'exc', 'know', 'ellent', 'past', 'hour']",coverage exc know ellent past hour,0.0,0.0,1.0,0.0
My mobile SIM card was suddenly disconnected without any warning.,positive,telecom,2025-08-09 13:51:15.787088,My mobile SIM card was suddenly disconnected without any warning.,"['mobile', 'sim', 'card', 'suddenly', 'disconnected', 'without', 'warning']",mobile sim card suddenly disconnected without warning,0.2584,0.184,0.816,0.0
The unstable coverage in my area is causing frequent dropped calls.,negative,telecom,2025-08-10 06:57:27.952295,The unstable coverage in my area is causing frequent dropped calls.,"['unstable', 'coverage', 'area', 'causing', 'frequent', 'dropped', 'call']",unstable coverage area causing frequent dropped call,-0.3612,0.0,0.8,0.2
[REF-2118] The frustrating dropped call in my area is causing frequent dropped calls.,negative,telecom,2025-08-09 20:08:40.117501,[REF-2118] The frustrating dropped call in my area is causing frequent dropped calls.,"['ref-2118', 'frustrating', 'dropped', 'call', 'area', 'causing', 'frequent', 'dropped', 'call']",ref-2118 frustrating dropped call area causing frequent dropped call,-0.4404,0.0,0.805,0.195
[REF-8813] My dropped call has been overpriced for the past few hours.,neutral,telecom,2025-08-10 03:46:52.282708,[REF-8813] My dropped call has been overpriced for the past few hours.,"['ref-8813', 'dropped', 'call', 'overpriced', 'past', 'hour']",ref-8813 dropped call overpriced past hour,0.0,0.0,1.0,0.0
I need to speak with coverage about a helpful charge.,positive,telecom,2025-08-10 08:17:04.447914,I need to speak with coverage about a helpful charge.,"['need', 'speak', 'coverage', 'helpful', 'charge']",need speak coverage helpful charge,0.4215,0.237,0.763,0.0
The intermittent outage in my area is causing frequent dropped calls.!!!,negative,telecom,2025-08-10 20:02:16.613121,The intermittent outage in my area is causing frequent dropped calls!,"['intermittent', 'outage', 'area', 'causing', 'frequent', 'dropped', 'call']",intermittent outage area causing frequent dropped call,0.0,0.0,1.0,0.0
The overpriced roaming in my area is causing frequent dropped calls.,neutral,telecom,2025-08-10 05:21:28.778327,The overpriced roaming in my area is causing frequent dropped calls.,"['overpriced', 'roaming', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced roaming area causing frequent dropped call,0.0,0.0,1.0,0.0
The overpriced data plan in my area is causing frequent dropped calls.,neutral,telecom,2025-08-10 07:46:40.943534,The overpriced data plan in my area is causing frequent dropped calls.,"['overpriced', 'data', 'plan', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced data plan area causing frequent dropped call,0.0,0.0,1.0,0.0
The overpriced invoice in my area is causing frequent dropped calls.,negative,telecom,2025-08-10 22:36:53.108740,The overpriced invoice in my area is causing frequent dropped calls.,"['overpriced', 'invoice', 'area', 'causing', 'frequent', 'dropped', 'call']",overpriced invoice area causing frequent dropped call,0.0,0.0,1.0,0.0
I need to speak with network about a unlimited charge.!!!,positive,telecom,2025-08-10 16:02:05.273947,I need to speak with network about a unlimited charge!,"['need', 'speak', 'network', 'unlimited', 'charge']",need speak network unlimited charge,0.0,0.0,1.0,0.0
